transaction_id,customer_id,transaction_date,transaction_type,merchant_category,amount
196,4279,2025-08-08,UPI,Bills,49002.56
197,3674,2025-09-28,Bank Transfer,Bills,22639.03
198,1889,2025-09-24,Wallet,Food,48207.42
199,6418,2025-09-04,UPI,Healthcare,20368.29
200,6732,2025-08-10,Card,Shopping,29281.71
201,785,2025-11-04,Bank Transfer,Healthcare,32840.39
202,2688,2025-06-24,Card,Food,29413.2
203,6530,2026-04-23,Card,Entertainment,27783.75
204,6606,2026-05-09,UPI,Entertainment,39291.13
205,5099,2025-05-24,Card,Entertainment,13876.97
206,7632,2025-06-03,Wallet,Bills,27051.28
207,2506,2025-12-24,Bank Transfer,Healthcare,1183.29
208,684,2025-09-13,Bank Transfer,Food,43161.41
209,3098,2026-02-03,UPI,Healthcare,8515.42
210,1887,2026-02-08,Bank Transfer,Shopping,18697.01
211,2814,2025-07-05,Bank Transfer,Travel,13073.07
212,8821,2025-10-23,UPI,Entertainment,5107.72
213,953,2025-06-30,Bank Transfer,Bills,49066.73
214,5427,2025-09-01,Wallet,Travel,8880.15
215,3955,2025-12-30,Card,Shopping,17922.93
216,3329,2026-03-25,Bank Transfer,Shopping,11720.47
217,6657,2026-04-21,UPI,Food,3205.94
218,1237,2026-03-01,Wallet,Entertainment,14326.04
219,4452,2025-07-19,Card,Shopping,17015.25
220,1472,2025-11-07,Bank Transfer,Bills,47078.1
221,4912,2026-01-08,Bank Transfer,Food,4295.36
222,8279,2026-01-06,UPI,Food,33603.55
223,4897,2026-05-06,Wallet,Travel,5071.2
224,2796,2025-06-20,Wallet,Entertainment,34441.12
225,1438,2025-12-04,UPI,Bills,23898.79
226,1854,2025-10-16,Wallet,Food,12450.96
227,4064,2025-09-14,Wallet,Food,44411.4
228,4214,2025-11-30,Bank Transfer,Travel,32098.0
229,2933,2025-06-08,Card,Travel,34695.59
230,3863,2026-02-02,UPI,Shopping,47127.32
231,100,2026-03-29,Wallet,Travel,35669.59
232,9782,2025-11-01,Card,Entertainment,26566.49
233,8619,2025-06-18,Wallet,Food,17810.48
234,195,2025-05-18,Bank Transfer,Travel,35323.16
235,3354,2026-04-29,Card,Food,38395.62
236,2950,2026-02-11,Wallet,Travel,6827.12
237,9727,2026-02-01,Wallet,Food,12769.74
238,9153,2025-07-26,Bank Transfer,Bills,34403.99
239,3146,2025-09-06,Wallet,Healthcare,33721.47
240,6333,2025-10-10,UPI,Bills,3697.11
241,4420,2026-03-12,UPI,Entertainment,39077.05
242,9578,2025-08-27,Card,Bills,18153.09
243,54,2025-12-19,Bank Transfer,Healthcare,39754.01
244,4035,2026-04-22,Bank Transfer,Entertainment,47367.4
245,998,2026-03-14,Wallet,Food,15280.1
246,4927,2025-10-14,Wallet,Healthcare,5555.04
247,8007,2025-10-05,Bank Transfer,Healthcare,31348.65
248,5391,2025-12-31,Wallet,Healthcare,19387.91
249,9608,2026-03-08,Bank Transfer,Travel,8659.57
250,1842,2025-10-30,UPI,Bills,23668.68
251,5660,2026-03-30,Wallet,Healthcare,7452.53
252,9130,2026-04-17,Bank Transfer,Bills,31715.5
253,3331,2025-08-19,Bank Transfer,Healthcare,47767.44
254,39,2026-01-06,Card,Shopping,7767.93
255,699,2025-05-12,UPI,Bills,18854.1
256,4811,2026-01-28,Wallet,Entertainment,49840.13
257,4128,2025-12-13,Bank Transfer,Healthcare,48203.85
258,404,2025-10-20,Card,Travel,5006.0
259,1842,2025-12-12,Bank Transfer,Shopping,3762.52
260,1806,2026-04-09,UPI,Bills,21581.61
261,6612,2026-05-05,UPI,Entertainment,23289.59
262,1354,2026-02-23,UPI,Entertainment,11102.9
263,2847,2025-09-12,Card,Bills,39885.8
264,7133,2025-09-28,UPI,Shopping,40217.47
265,2907,2025-07-16,Card,Entertainment,7705.52
266,5174,2026-02-28,Card,Food,37827.84
267,2832,2025-08-16,Wallet,Healthcare,36106.57
268,7767,2025-10-06,UPI,Travel,6037.85
269,861,2025-12-08,Bank Transfer,Shopping,18405.03
270,5939,2026-02-08,Wallet,Bills,28410.75
271,6965,2025-10-18,UPI,Travel,12039.06
272,826,2025-11-19,Bank Transfer,Entertainment,34638.58
273,8749,2026-02-22,Bank Transfer,Entertainment,30816.09
274,244,2025-12-07,Wallet,Healthcare,7036.06
275,9880,2026-04-13,Bank Transfer,Bills,45274.73
276,645,2026-05-01,Wallet,Entertainment,1763.11
277,5353,2025-09-14,Bank Transfer,Shopping,49972.84
278,7342,2026-05-04,Bank Transfer,Healthcare,38015.6
279,1552,2026-03-25,UPI,Healthcare,21953.59
280,1465,2025-07-31,Card,Shopping,5681.9
281,6740,2025-07-18,UPI,Shopping,28753.33
282,5956,2026-01-25,Bank Transfer,Travel,8694.81
283,4230,2026-03-04,Wallet,Food,48908.68
284,102,2025-08-10,UPI,Shopping,18979.89
285,7196,2025-10-31,Wallet,Food,11045.24
286,2424,2025-08-26,UPI,Bills,36240.46
287,9981,2026-03-27,Card,Entertainment,41271.85
288,9527,2025-12-26,UPI,Travel,23146.25
289,6261,2025-12-21,Bank Transfer,Travel,23667.13
290,8505,2025-10-12,UPI,Travel,8677.35
291,5792,2025-10-02,UPI,Shopping,47260.25
292,9866,2026-04-18,Bank Transfer,Travel,11624.72
293,4384,2026-04-21,UPI,Healthcare,21115.75
294,5755,2025-11-21,Bank Transfer,Entertainment,6172.62
295,4566,2026-03-30,Bank Transfer,Shopping,40024.4
296,9652,2025-11-21,UPI,Entertainment,49199.18
297,8319,2026-01-16,Wallet,Travel,286.4
298,4979,2025-11-25,Wallet,Healthcare,18312.55
299,957,2026-04-27,Card,Healthcare,40073.54
300,922,2026-03-20,Bank Transfer,Travel,24233.08
301,6109,2025-12-24,Bank Transfer,Food,18274.12
302,2783,2026-03-28,Wallet,Entertainment,44933.55
303,8389,2025-08-02,Bank Transfer,Travel,14502.46
304,4527,2025-11-18,Card,Bills,42045.08
305,1512,2025-11-28,UPI,Bills,14424.84
306,3208,2025-10-17,Bank Transfer,Shopping,35517.97
307,1539,2025-08-08,Wallet,Travel,13779.94
308,2508,2025-06-28,Bank Transfer,Travel,26410.26
309,1579,2025-07-27,Wallet,Bills,15491.34
310,1291,2025-12-24,UPI,Healthcare,37489.02
311,499,2025-11-13,UPI,Bills,13463.41
312,4040,2025-05-23,Wallet,Food,2865.0
313,4777,2026-04-14,Wallet,Bills,10202.47
314,3059,2026-01-30,Card,Travel,23342.12
315,9831,2026-04-08,UPI,Travel,22235.19
316,3267,2025-08-24,Wallet,Travel,45281.77
317,2204,2025-12-16,Wallet,Shopping,13931.7
318,6539,2025-12-30,Wallet,Healthcare,10612.29
319,4228,2025-12-14,Card,Food,41842.93
320,8610,2026-04-23,Wallet,Healthcare,48624.0
321,8677,2026-02-16,Wallet,Entertainment,15342.87
322,5898,2026-02-11,Card,Shopping,47176.68
323,4464,2025-10-10,Wallet,Entertainment,47873.87
324,4562,2026-01-02,Card,Travel,36870.94
325,5995,2025-06-24,Wallet,Shopping,42265.1
326,6792,2026-04-13,UPI,Bills,19559.48
327,7785,2025-12-16,Card,Food,42761.16
328,891,2026-01-17,Wallet,Food,1926.11
329,7190,2025-11-11,Card,Entertainment,10732.76
330,7186,2026-03-27,Card,Shopping,26102.01
331,9992,2025-05-14,Bank Transfer,Shopping,599.55
332,7006,2026-03-24,UPI,Food,11163.39
333,7399,2026-01-24,UPI,Shopping,17120.2
334,7043,2026-04-30,UPI,Food,31594.45
335,8407,2025-11-02,Bank Transfer,Entertainment,14581.48
336,1963,2025-08-12,Bank Transfer,Food,27419.58
337,5611,2025-07-30,Card,Shopping,20890.85
338,564,2025-07-05,Wallet,Shopping,9051.77
339,2759,2025-07-28,Card,Bills,11264.6
340,5541,2025-08-23,Bank Transfer,Shopping,22834.11
341,4885,2025-08-24,Bank Transfer,Shopping,1497.39
342,8065,2025-09-23,Wallet,Food,28955.96
343,5022,2026-03-14,UPI,Bills,47629.17
344,595,2025-07-09,UPI,Entertainment,12514.18
345,470,2025-05-24,Wallet,Travel,46443.54
346,7272,2025-07-10,Wallet,Entertainment,23638.23
347,6082,2025-08-24,Bank Transfer,Food,6295.72
348,1523,2025-07-06,UPI,Food,44760.79
349,9441,2025-05-29,UPI,Bills,19779.36
350,6386,2026-04-16,Bank Transfer,Travel,42995.71
351,8106,2026-04-02,Wallet,Food,19559.27
352,9036,2026-04-19,Bank Transfer,Food,6834.32
353,9404,2025-05-20,Card,Food,36082.45
354,1853,2026-02-15,Bank Transfer,Food,9443.95
355,4948,2025-06-09,Wallet,Healthcare,2107.03
356,2473,2025-05-22,Card,Entertainment,6312.33
357,173,2026-01-15,UPI,Bills,45066.67
358,8655,2025-08-09,UPI,Entertainment,30903.53
359,5231,2025-09-06,UPI,Entertainment,32358.81
360,2148,2025-06-03,Card,Entertainment,23510.82
361,1691,2025-08-01,UPI,Food,11831.18
362,7026,2026-03-17,UPI,Bills,30865.98
363,3386,2026-04-08,Bank Transfer,Food,42024.56
364,5062,2025-06-10,UPI,Bills,43389.4
365,4724,2025-12-04,Wallet,Entertainment,4566.47
366,7133,2025-09-13,Card,Shopping,25927.62
367,5234,2026-02-22,UPI,Shopping,49016.41
368,9927,2025-11-26,Card,Healthcare,726.18
369,7993,2025-05-29,Wallet,Healthcare,7389.04
370,2440,2025-11-14,UPI,Bills,7502.86
371,8334,2025-08-26,Bank Transfer,Bills,13724.15
372,5738,2025-08-06,Bank Transfer,Shopping,3690.63
373,8285,2025-12-21,Bank Transfer,Food,49749.07
374,8446,2025-12-12,Card,Healthcare,526.82
375,2622,2025-10-15,Bank Transfer,Bills,35921.84
376,2656,2026-01-05,UPI,Entertainment,1667.68
377,390,2025-07-22,Bank Transfer,Food,17413.39
378,7677,2025-12-19,Bank Transfer,Healthcare,47770.5
379,5036,2026-03-21,Card,Healthcare,20185.96
380,2771,2025-08-21,Card,Shopping,12681.59
381,2778,2025-08-12,Wallet,Travel,21763.39
382,7098,2025-06-23,Wallet,Travel,36344.34
383,197,2026-02-23,Wallet,Healthcare,39215.01
384,350,2026-04-17,UPI,Food,15300.44
385,3293,2025-10-18,Card,Travel,3968.08
386,5867,2025-07-21,Card,Bills,39438.35
387,3653,2025-07-08,Wallet,Food,44413.73
388,6100,2025-10-17,Bank Transfer,Food,6198.48
389,267,2026-02-09,Bank Transfer,Travel,20528.59
390,9693,2025-05-14,Bank Transfer,Food,15873.44
391,9198,2026-02-06,Wallet,Shopping,38367.88
392,2966,2025-12-17,Card,Shopping,25717.77
393,1881,2026-04-07,Card,Healthcare,25410.04
394,4789,2026-01-08,Bank Transfer,Bills,1393.36
395,7433,2026-04-07,Card,Healthcare,27676.24
396,7455,2025-11-24,Bank Transfer,Entertainment,2687.16
397,5412,2025-09-25,Wallet,Entertainment,33837.39
398,596,2025-10-16,Bank Transfer,Travel,20068.45
399,9071,2025-06-08,Wallet,Food,33931.92
400,6345,2026-03-03,Bank Transfer,Shopping,49270.79
401,9880,2025-12-10,Bank Transfer,Entertainment,23792.22
402,3011,2025-12-13,Card,Bills,13290.17
403,7354,2025-09-15,Wallet,Entertainment,32286.76
404,5332,2026-01-06,UPI,Healthcare,15798.76
405,6985,2025-08-12,Card,Travel,21229.82
406,5233,2025-05-28,Card,Food,42797.37
407,3145,2026-02-09,Bank Transfer,Travel,43432.84
408,9220,2026-03-07,Wallet,Bills,19413.27
409,3596,2025-07-04,Bank Transfer,Food,11764.67
410,5878,2026-02-23,Bank Transfer,Entertainment,28382.56
411,2184,2025-12-06,Wallet,Healthcare,21358.43
412,102,2025-09-26,Card,Healthcare,30147.28
413,1981,2026-05-03,Wallet,Travel,8758.17
414,5858,2025-08-25,UPI,Shopping,6259.21
415,3822,2025-11-12,UPI,Entertainment,8752.66
416,9325,2025-10-31,Wallet,Shopping,41230.77
417,8897,2026-04-17,Bank Transfer,Shopping,8341.41
418,287,2025-07-24,UPI,Healthcare,42726.91
419,9761,2026-02-16,Bank Transfer,Bills,36232.74
420,5173,2026-02-22,Card,Healthcare,22035.14
421,8312,2026-03-14,UPI,Bills,47935.97
422,8993,2025-08-08,Bank Transfer,Healthcare,28539.61
423,5820,2025-12-22,Card,Travel,10642.48
424,9096,2026-01-01,Wallet,Healthcare,5734.91
425,1907,2025-10-23,Wallet,Food,23541.65
426,6105,2026-04-26,UPI,Food,9068.5
427,9647,2025-08-07,UPI,Food,3701.0
428,671,2025-09-25,Card,Bills,10888.66
429,8044,2025-05-30,Bank Transfer,Healthcare,14812.79
430,3413,2025-06-08,UPI,Travel,26275.02
431,6156,2026-04-26,UPI,Shopping,37517.36
432,742,2025-07-05,Wallet,Bills,23826.06
433,5277,2025-06-10,UPI,Bills,14837.27
434,9232,2025-10-16,Bank Transfer,Food,1029.52
435,7078,2025-11-14,Wallet,Entertainment,24734.27
436,3992,2025-06-27,Wallet,Travel,13292.18
437,6318,2025-06-30,UPI,Travel,43736.26
438,9089,2025-12-23,Wallet,Bills,12172.26
439,9178,2025-11-13,Wallet,Travel,6538.32
440,6809,2025-12-07,Wallet,Healthcare,12879.72
441,8718,2026-01-25,Bank Transfer,Shopping,12069.23
442,3956,2025-09-26,Bank Transfer,Entertainment,34222.45
443,4929,2025-12-14,Wallet,Entertainment,12977.86
444,3538,2025-06-20,Card,Shopping,1872.87
445,6196,2025-09-30,Bank Transfer,Travel,15452.39
446,1320,2025-09-26,Card,Shopping,1378.8
447,3481,2025-07-03,UPI,Shopping,43579.26
448,8947,2026-04-11,Wallet,Healthcare,12898.26
449,8820,2025-11-23,Bank Transfer,Healthcare,42723.91
450,7347,2025-07-31,UPI,Healthcare,25339.95
451,3033,2026-02-04,UPI,Travel,22598.47
452,80,2026-02-15,UPI,Food,44480.97
453,1144,2025-08-26,Card,Travel,18091.9
454,2876,2025-12-22,Card,Food,428.08
455,4238,2025-08-09,Bank Transfer,Shopping,44421.66
456,3427,2025-12-30,Card,Travel,36859.41
457,333,2025-12-09,Bank Transfer,Shopping,26918.78
458,8982,2026-01-11,Card,Healthcare,20218.37
459,1735,2026-01-19,UPI,Travel,32971.79
460,8789,2025-10-03,Card,Bills,42510.49
461,3109,2025-05-21,Card,Food,29794.17
462,8808,2026-01-15,Card,Food,38777.99
463,5646,2025-11-22,UPI,Entertainment,28520.55
464,7077,2025-07-29,Card,Travel,25916.62
465,6690,2025-12-20,Wallet,Bills,13037.47
466,806,2025-09-06,Wallet,Travel,4031.59
467,3557,2025-08-20,Card,Food,28261.29
468,7703,2025-07-19,Wallet,Travel,17369.07
469,3809,2026-02-23,Card,Travel,40507.53
470,6598,2026-04-27,UPI,Food,690.11
471,5483,2025-09-27,UPI,Food,31749.75
472,3745,2025-12-13,UPI,Food,22474.76
473,1424,2026-05-09,UPI,Healthcare,14052.87
474,6142,2025-12-25,Bank Transfer,Entertainment,2897.3
475,6752,2026-05-02,Card,Healthcare,28245.67
476,8020,2025-09-11,UPI,Healthcare,4634.11
477,1454,2025-11-04,Card,Food,10706.63
478,530,2025-09-28,Wallet,Healthcare,27429.29
479,80,2026-03-31,Card,Food,18983.1
480,9100,2026-03-25,UPI,Travel,13181.92
481,1638,2025-09-13,Wallet,Food,33670.41
482,1711,2026-03-07,Wallet,Travel,49639.75
483,749,2025-10-22,Wallet,Healthcare,14658.5
484,1154,2026-03-16,Wallet,Bills,33040.73
485,8548,2025-08-13,UPI,Bills,1258.3
486,3197,2025-08-02,Bank Transfer,Entertainment,10760.98
487,5458,2025-06-15,Wallet,Bills,24764.01
488,6076,2026-01-25,UPI,Food,8178.02
489,6927,2025-10-31,Bank Transfer,Entertainment,29191.78
490,4387,2026-01-30,UPI,Entertainment,7380.06
491,2138,2026-04-02,Card,Bills,37474.01
492,2646,2025-10-17,Bank Transfer,Healthcare,42129.41
493,5380,2025-06-21,UPI,Healthcare,43004.46
494,4779,2025-10-23,Wallet,Bills,6034.88
495,80,2025-05-20,Bank Transfer,Entertainment,41441.48
496,1366,2026-01-14,Card,Travel,11438.99
497,2404,2026-04-25,Wallet,Bills,39008.59
498,8773,2025-08-07,Card,Travel,3505.54
499,3597,2026-01-02,UPI,Bills,12593.47
500,3042,2025-06-25,Wallet,Bills,16487.16
501,5003,2025-07-07,Card,Bills,29811.06
502,2816,2025-07-23,UPI,Shopping,48380.95
503,2704,2025-09-23,Bank Transfer,Healthcare,23463.63
504,5490,2025-11-11,UPI,Healthcare,41703.25
505,9611,2025-05-11,Wallet,Healthcare,31265.66
506,4731,2026-05-09,Bank Transfer,Bills,18529.0
507,2831,2026-04-21,Bank Transfer,Entertainment,42376.2
508,9740,2025-12-05,Card,Bills,8832.01
509,9469,2025-11-05,Bank Transfer,Food,42877.17
510,7889,2026-03-30,UPI,Food,9640.35
511,6191,2026-02-11,Card,Travel,42402.53
512,5694,2026-01-06,Bank Transfer,Shopping,33939.96
513,338,2025-11-29,Wallet,Shopping,14444.89
514,8297,2026-01-19,UPI,Food,35278.38
515,749,2026-02-08,Card,Shopping,26076.98
516,304,2026-05-05,Wallet,Travel,48325.09
517,9948,2025-10-06,UPI,Entertainment,27313.77
518,5030,2026-01-19,Card,Food,6963.47
519,8386,2026-02-08,UPI,Food,47512.69
520,4159,2025-09-06,Wallet,Entertainment,35169.47
521,8472,2025-07-02,UPI,Entertainment,34193.12
522,3557,2026-05-05,Wallet,Travel,19378.44
523,7841,2026-04-18,Wallet,Healthcare,47564.57
524,4107,2025-06-28,UPI,Healthcare,2252.01
